age,gender,height,weight,goal_weight,goal,activity,workout_days,sleep,water,target_calories,workout_intensity
55,female,161.1,54.9,54.9,recomposition,very active,2,4.2,2.17,1749,Moderate
34,female,172.8,41.5,41.5,recomposition,moderately active,2,7.2,2.12,1591,High
41,female,163.0,53.5,53.5,endurance,lightly active,3,7.7,1.88,1733,High
61,female,176.8,61.4,59.1,fat loss,sedentary,5,5.3,2.13,1144,Low
59,female,164.9,70.2,70.2,endurance,extremely active,5,7.7,2.8,2783,High
44,female,163.2,69.8,69.8,recomposition,extremely active,5,7.1,1.98,2419,High
61,female,162.0,59.0,59.0,recomposition,sedentary,3,8.7,1.68,1312,Low
34,male,176.2,69.2,65.5,fat loss,lightly active,1,6.5,3.05,1813,Low
38,male,177.8,80.9,80.9,endurance,extremely active,5,7.2,2.4,3580,High
61,female,164.0,68.1,61.0,fat loss,lightly active,1,7.4,3.04,1422,Low
36,female,163.1,53.6,60.9,muscle gain,very active,2,3.6,2.35,2350,High
56,female,165.3,82.2,71.1,fat loss,moderately active,3,6.6,2.1,1647,Moderate
40,male,175.6,87.6,95.8,muscle gain,very active,5,7.1,1.28,3404,High
32,female,165.8,76.8,76.8,recomposition,extremely active,4,4.2,1.71,2687,High
27,male,172.7,53.9,53.9,endurance,lightly active,1,7.8,1.89,1938,Moderate
48,male,171.4,98.7,98.7,endurance,very active,2,7.1,2.7,2885,High
41,male,178.4,58.1,54.8,fat loss,moderately active,6,7.1,2.42,1720,High
35,male,188.9,77.9,77.9,endurance,lightly active,4,7.9,1.78,2281,High
56,female,163.3,83.2,79.1,fat loss,sedentary,4,6.5,0.55,1316,Low
16,female,169.7,51.8,51.8,recomposition,very active,3,7.1,2.82,2090,High
20,male,173.4,62.1,58.1,fat loss,very active,5,8.0,3.11,2233,High
67,female,172.8,91.2,91.2,endurance,extremely active,4,7.1,3.18,3112,High
51,male,165.1,84.0,89.2,muscle gain,lightly active,1,4.8,1.82,2541,Low
45,male,182.0,87.2,87.2,endurance,very active,5,7.1,3.22,3326,High
16,female,161.1,65.7,65.7,maintenance,sedentary,2,7.1,2.9,1804,Low
48,male,174.6,85.5,85.5,maintenance,sedentary,6,8.1,2.89,2013,Low
39,female,161.4,57.4,57.4,maintenance,moderately active,4,6.6,2.07,1604,Moderate
48,male,175.5,88.7,98.9,muscle gain,moderately active,2,5.8,2.41,2718,Moderate
18,male,180.9,67.6,67.6,maintenance,moderately active,1,5.8,3.78,2748,Moderate
45,female,173.8,75.4,75.4,recomposition,extremely active,1,8.7,3.67,2656,High
47,female,166.3,48.0,42.8,fat loss,extremely active,2,7.3,2.47,1779,High
31,male,182.9,96.2,89.3,fat loss,sedentary,1,8.7,2.63,2197,Low
18,male,170.5,83.4,83.4,maintenance,lightly active,4,8.8,0.96,2528,Moderate
68,female,156.8,67.9,67.9,endurance,moderately active,1,6.1,3.34,1874,Moderate
54,male,175.3,85.0,90.3,muscle gain,extremely active,3,6.0,3.02,3651,High
49,male,175.3,110.0,110.0,maintenance,very active,2,6.8,2.74,3133,High
57,female,167.3,67.7,67.7,endurance,sedentary,4,7.7,2.08,1681,Low
52,male,175.5,79.2,82.3,muscle gain,very active,1,5.3,2.55,3124,High
23,female,157.2,80.9,89.0,muscle gain,lightly active,3,7.5,3.53,2570,High
40,male,173.7,71.4,71.4,endurance,sedentary,5,7.5,2.75,1828,Moderate
63,female,171.8,85.7,85.7,maintenance,very active,2,5.6,4.34,2510,Moderate
31,female,158.5,72.2,67.4,fat loss,lightly active,6,5.7,3.07,1478,High
68,male,186.1,80.0,83.8,muscle gain,very active,2,7.5,1.86,2944,Moderate
19,male,181.0,100.1,100.1,endurance,moderately active,5,9.5,2.21,3448,High
33,male,173.3,82.1,82.1,endurance,moderately active,2,6.6,2.0,2784,Moderate
34,female,153.1,50.1,50.1,endurance,lightly active,3,7.4,3.1,1757,High
49,female,166.9,68.3,68.3,maintenance,lightly active,4,6.3,3.31,1757,Low
25,female,153.1,60.1,60.1,recomposition,lightly active,5,7.3,3.7,1622,Moderate
28,male,170.2,87.0,83.2,fat loss,very active,4,6.2,2.27,2782,High
51,male,158.5,97.9,97.9,recomposition,moderately active,4,6.7,2.83,2327,Moderate
31,female,176.4,68.5,68.5,maintenance,sedentary,2,9.9,3.4,1683,Low
63,female,167.7,70.5,61.1,fat loss,sedentary,4,7.1,3.58,999,Low
62,female,160.9,84.0,84.0,endurance,lightly active,1,5.1,1.64,1931,Low
32,male,182.3,61.0,61.0,maintenance,moderately active,1,7.8,2.93,2574,Moderate
46,male,183.4,116.3,116.3,endurance,lightly active,1,8.4,1.66,3083,Moderate
33,male,175.4,60.3,60.3,endurance,extremely active,6,7.8,2.08,3097,High
34,male,160.5,84.2,84.2,maintenance,lightly active,4,6.8,1.59,2189,Moderate
52,male,175.2,84.0,74.1,fat loss,moderately active,3,5.9,2.07,2059,Moderate
31,female,177.1,79.1,71.1,fat loss,lightly active,4,5.9,1.49,1699,Moderate
24,male,174.1,78.7,87.9,muscle gain,lightly active,2,6.8,1.67,2710,Low
29,female,161.6,63.1,68.3,muscle gain,extremely active,5,6.6,1.87,2871,High
66,female,175.6,59.6,67.5,muscle gain,lightly active,3,6.3,2.71,1813,Moderate
30,female,157.5,42.0,42.0,endurance,sedentary,4,8.5,2.52,1380,Moderate
35,female,164.4,55.1,55.1,recomposition,moderately active,2,8.1,1.35,1819,Moderate
49,male,188.1,79.0,74.9,fat loss,very active,1,8.5,4.42,2285,Moderate
21,female,175.9,58.9,58.9,recomposition,moderately active,6,6.1,2.16,2104,High
30,male,177.0,108.2,103.6,fat loss,moderately active,4,5.9,1.57,2339,High
25,female,152.9,68.7,60.7,fat loss,extremely active,4,7.1,2.91,2085,High
65,female,158.6,85.5,85.5,recomposition,lightly active,4,7.5,2.5,1658,Moderate
66,female,172.3,67.3,72.6,muscle gain,very active,6,7.1,1.93,2428,High
56,male,164.3,65.9,65.9,maintenance,extremely active,1,7.4,2.77,2756,High
29,male,178.2,92.0,92.0,endurance,lightly active,6,8.9,2.03,2582,High
49,male,178.8,77.8,83.8,muscle gain,moderately active,3,6.7,2.29,3052,Moderate
51,male,178.7,88.7,80.8,fat loss,lightly active,4,8.0,3.53,2136,Moderate
62,female,166.0,64.6,64.6,endurance,very active,6,7.6,2.59,2110,High
24,male,189.3,101.7,109.9,muscle gain,moderately active,5,7.1,2.93,3588,High
55,male,173.4,92.6,92.6,recomposition,extremely active,3,7.9,2.13,3369,High
26,female,157.6,50.4,46.5,fat loss,lightly active,6,6.1,2.61,1176,Moderate
46,male,175.6,86.5,75.3,fat loss,sedentary,1,5.8,1.96,1671,Low
63,female,168.2,63.8,63.8,recomposition,moderately active,1,7.5,1.93,1754,Moderate
19,male,176.9,61.3,61.3,endurance,very active,2,5.0,2.21,3109,High
23,male,179.7,103.5,97.8,fat loss,lightly active,2,7.6,2.01,2220,Moderate
59,female,161.6,56.5,56.5,endurance,extremely active,5,5.6,3.23,2293,High
17,female,163.9,51.0,56.9,muscle gain,moderately active,3,8.8,2.91,2126,High
52,female,165.6,55.8,55.8,endurance,extremely active,6,6.5,0.9,2472,High
43,female,165.0,71.0,71.0,maintenance,moderately active,4,8.7,3.71,1974,Moderate
34,male,169.1,83.0,83.0,recomposition,lightly active,4,6.7,2.95,2367,Moderate
62,female,165.6,58.8,53.3,fat loss,extremely active,5,6.7,3.3,1759,High
61,male,177.9,80.4,76.9,fat loss,sedentary,3,8.0,2.38,1332,Low
33,female,166.7,93.3,93.3,endurance,lightly active,3,7.4,1.45,2390,Moderate
16,male,169.0,87.1,79.8,fat loss,very active,1,6.9,1.57,2649,Moderate
22,female,168.4,72.2,72.2,endurance,extremely active,6,6.5,3.7,2778,High
21,male,185.9,79.7,75.7,fat loss,lightly active,2,6.5,1.36,1941,Moderate
69,female,152.5,58.9,58.9,recomposition,moderately active,4,9.8,1.49,1534,Moderate
48,female,145.6,58.1,60.9,muscle gain,moderately active,5,5.0,2.2,1834,High
52,female,171.9,61.9,61.9,maintenance,very active,3,5.6,1.53,2238,High
28,female,166.1,61.1,61.1,recomposition,moderately active,1,8.4,2.87,1960,Moderate
61,male,183.2,85.4,73.1,fat loss,very active,5,8.3,2.93,2159,High
55,male,182.8,81.7,87.5,muscle gain,very active,2,5.9,2.79,3720,High
56,female,176.5,70.8,70.8,maintenance,extremely active,6,4.9,2.07,2550,High
41,male,168.9,73.7,78.2,muscle gain,sedentary,3,8.5,2.7,2156,Moderate
53,male,188.5,51.3,55.3,muscle gain,very active,3,5.7,3.75,3059,High
45,male,181.0,91.1,82.2,fat loss,sedentary,5,6.4,1.5,1840,Low
36,female,157.7,50.9,50.9,recomposition,sedentary,3,7.1,3.28,1358,Moderate
48,male,185.0,92.6,83.4,fat loss,very active,5,5.7,3.07,2711,High
33,male,171.3,79.4,69.3,fat loss,lightly active,5,8.1,2.43,1937,High
67,female,170.8,47.2,53.8,muscle gain,very active,6,7.0,2.62,2083,High
54,male,185.3,79.4,79.4,recomposition,extremely active,3,5.9,2.75,3149,High
55,male,168.5,99.4,91.2,fat loss,sedentary,1,6.0,1.82,1689,Low
54,male,179.1,96.9,107.2,muscle gain,moderately active,2,8.6,1.36,3370,Moderate
40,female,159.1,70.6,66.4,fat loss,sedentary,1,6.7,3.13,1338,Low
67,male,193.3,67.4,67.4,maintenance,extremely active,6,7.7,1.63,2542,High
27,female,161.9,78.1,71.0,fat loss,extremely active,2,7.0,1.73,2391,High
46,male,185.0,66.4,63.0,fat loss,extremely active,2,4.9,2.14,2309,High
19,male,175.1,58.2,63.5,muscle gain,extremely active,4,7.9,2.7,3425,High
31,male,166.3,87.0,90.9,muscle gain,lightly active,2,8.3,2.15,2438,Moderate
47,male,174.2,97.1,85.9,fat loss,lightly active,6,9.2,1.99,1942,High
42,male,175.0,74.3,74.3,maintenance,extremely active,6,4.7,3.17,3033,High
66,male,167.6,85.7,85.7,maintenance,very active,3,3.2,2.27,2812,Low
49,male,177.2,74.2,74.2,maintenance,lightly active,4,7.8,1.94,2135,Low
38,female,160.5,63.5,63.5,maintenance,lightly active,3,6.3,2.78,1540,Low
39,female,156.5,43.9,43.9,endurance,sedentary,3,5.3,2.54,1298,Low
49,female,163.0,78.8,86.6,muscle gain,sedentary,3,7.1,2.52,1840,Low
58,female,159.2,71.9,80.9,muscle gain,very active,3,6.5,2.81,2533,High
30,female,162.0,40.0,40.0,maintenance,lightly active,3,5.5,2.4,1528,Moderate
47,female,176.7,78.3,69.4,fat loss,extremely active,2,6.9,3.09,2163,High
47,female,164.2,67.3,67.3,endurance,extremely active,4,7.7,1.5,2643,High
16,male,176.9,85.2,85.2,maintenance,moderately active,1,7.2,3.37,3239,Moderate
65,female,159.7,54.7,54.7,recomposition,lightly active,6,7.2,1.86,1481,Moderate
46,male,171.1,73.0,78.3,muscle gain,sedentary,6,7.5,1.35,1874,Moderate
29,female,162.8,55.9,55.9,recomposition,lightly active,2,5.0,1.95,1906,Low
50,female,180.5,57.6,57.6,endurance,very active,1,6.9,2.26,2509,High
52,male,184.1,68.7,68.7,maintenance,very active,3,7.3,1.99,2990,High
65,male,187.4,67.3,76.6,muscle gain,very active,1,6.5,1.82,2676,Moderate
17,male,175.9,76.7,76.7,recomposition,extremely active,3,6.0,3.21,3144,High
38,male,180.3,97.9,97.9,endurance,very active,5,6.1,1.89,3602,High
25,female,157.5,75.5,75.5,recomposition,moderately active,2,6.6,0.92,1996,High
47,female,179.7,56.6,56.6,recomposition,lightly active,6,8.1,2.25,1743,Moderate
43,female,167.2,65.8,65.8,maintenance,lightly active,1,8.8,3.93,2003,Low
41,female,174.5,66.9,58.2,fat loss,lightly active,5,8.6,1.76,1502,Moderate
69,male,196.2,56.6,56.6,recomposition,extremely active,4,5.1,1.87,2889,High
44,male,177.1,83.5,83.5,maintenance,moderately active,2,5.9,2.22,2789,Moderate
38,female,155.2,72.6,77.8,muscle gain,lightly active,3,7.8,3.58,1840,Moderate
19,female,165.8,72.1,72.1,maintenance,sedentary,2,8.6,2.25,1708,Low
31,female,164.7,64.1,60.5,fat loss,sedentary,4,5.8,1.78,1387,Moderate
64,male,168.3,66.8,66.8,maintenance,extremely active,6,7.2,2.75,2504,High
40,female,159.3,59.3,59.3,maintenance,lightly active,4,5.6,2.7,1797,Moderate
65,female,169.6,82.1,86.1,muscle gain,sedentary,5,7.3,2.84,1944,Low
44,male,177.4,75.9,75.9,recomposition,lightly active,4,6.2,1.76,2199,Moderate
45,male,172.3,88.6,88.6,maintenance,moderately active,5,7.2,2.1,2608,Moderate
39,male,172.8,75.3,85.1,muscle gain,extremely active,4,5.5,3.29,3559,High
46,male,185.8,82.7,82.7,recomposition,extremely active,3,5.0,2.79,3504,High
19,male,177.1,93.4,81.1,fat loss,sedentary,1,10.0,3.07,1829,Low
19,female,160.0,71.9,71.9,maintenance,moderately active,5,7.1,2.46,2351,High
41,female,176.1,51.7,44.9,fat loss,extremely active,6,9.6,3.24,2131,High
48,male,176.3,81.6,81.6,recomposition,very active,6,8.8,2.71,2801,High
45,female,170.1,66.1,56.2,fat loss,moderately active,5,5.0,2.13,1610,High
39,female,157.5,48.8,48.8,endurance,lightly active,3,7.4,3.02,1563,High
31,male,178.3,86.9,77.9,fat loss,very active,5,5.4,1.89,2214,High
54,male,180.2,81.9,81.9,maintenance,moderately active,2,6.6,3.58,2415,Low
48,male,172.0,81.2,81.2,recomposition,lightly active,6,4.7,3.21,2202,High
18,female,164.0,66.6,66.6,maintenance,very active,1,5.1,2.3,2629,High
40,female,160.4,70.1,77.0,muscle gain,extremely active,6,6.0,2.37,2784,High
54,female,152.8,83.3,91.0,muscle gain,extremely active,5,6.3,2.59,3054,High
58,female,169.1,63.9,63.9,endurance,extremely active,6,7.0,2.38,2617,High
31,male,169.9,83.4,75.3,fat loss,very active,2,5.8,3.42,2298,Moderate
65,male,183.5,104.6,104.6,recomposition,very active,4,7.2,2.12,2959,High
51,female,157.7,84.8,96.8,muscle gain,lightly active,2,8.4,1.45,2007,Moderate
39,male,172.1,79.2,71.6,fat loss,lightly active,5,7.3,2.32,1928,High
49,male,172.4,56.7,56.7,maintenance,sedentary,4,6.9,3.03,1686,Low
63,male,174.5,81.2,76.5,fat loss,sedentary,5,7.4,3.21,1610,Low
28,male,164.0,101.8,101.8,recomposition,extremely active,5,5.3,2.58,3432,High
24,male,171.2,69.1,69.1,recomposition,moderately active,1,8.1,2.06,2287,Low
39,male,176.6,81.2,91.6,muscle gain,moderately active,3,5.6,2.47,3136,Moderate
20,male,176.6,82.3,82.3,recomposition,sedentary,2,8.9,2.04,1840,Low
61,female,170.9,59.0,59.0,recomposition,sedentary,6,7.9,0.89,1332,Low
68,female,169.2,75.6,75.6,recomposition,sedentary,4,7.7,1.9,1427,Low
48,female,170.6,83.4,75.1,fat loss,moderately active,1,7.7,2.86,2029,Moderate
68,female,164.3,77.5,65.9,fat loss,moderately active,3,7.0,2.31,1782,Moderate
19,female,159.8,81.8,75.5,fat loss,sedentary,4,6.1,2.28,1536,Low
50,male,170.6,54.3,54.3,endurance,very active,2,5.9,3.27,2385,High
39,female,160.0,67.1,77.2,muscle gain,sedentary,4,9.1,1.83,1950,Low
30,female,173.3,94.2,94.2,maintenance,extremely active,5,7.1,1.89,3120,High
32,female,170.0,90.0,90.0,maintenance,extremely active,4,5.7,2.73,2860,High
45,male,179.4,92.2,92.2,endurance,very active,4,7.6,2.0,2909,High
50,male,174.2,89.5,77.9,fat loss,moderately active,4,7.4,2.0,2169,Moderate
24,female,173.8,79.2,79.2,recomposition,very active,2,6.6,3.58,2348,High
49,female,164.0,52.3,44.6,fat loss,lightly active,4,5.9,1.75,1363,Moderate
66,female,162.1,67.5,67.5,endurance,extremely active,1,7.9,1.99,2305,High
16,female,173.8,87.5,87.5,maintenance,extremely active,5,8.1,2.81,3016,High
63,male,169.2,65.0,72.4,muscle gain,very active,3,7.4,2.47,2881,High
48,male,169.0,75.3,75.3,maintenance,extremely active,5,7.1,1.54,3148,High
34,female,161.4,87.6,87.6,recomposition,lightly active,2,6.1,3.75,2232,Low
55,female,153.8,72.8,72.8,maintenance,extremely active,6,7.6,1.94,2138,High
49,male,178.6,63.0,59.4,fat loss,sedentary,4,6.2,2.33,1280,Low
57,male,165.1,88.3,97.1,muscle gain,very active,6,5.5,2.81,3454,High
20,male,171.5,74.2,74.2,endurance,lightly active,2,8.4,4.01,2064,Moderate
19,male,176.7,86.8,95.0,muscle gain,extremely active,4,5.8,2.21,3714,High
50,female,158.9,84.9,84.9,maintenance,moderately active,5,4.7,1.86,2226,Moderate
32,male,178.0,86.5,76.0,fat loss,sedentary,5,8.6,2.85,1610,Moderate
28,female,164.7,62.1,58.4,fat loss,lightly active,2,4.9,3.96,1503,Low
38,male,169.9,98.0,105.1,muscle gain,extremely active,3,6.5,2.6,3679,High
55,female,163.3,84.5,84.5,endurance,extremely active,2,5.7,2.3,3073,High
25,male,177.7,80.4,80.4,maintenance,lightly active,4,6.1,2.77,2574,Moderate
68,female,161.9,51.0,53.6,muscle gain,lightly active,3,9.7,1.05,1598,Moderate
38,female,167.2,56.2,56.2,maintenance,sedentary,1,6.9,2.07,1475,Low
24,female,168.0,57.1,57.1,endurance,sedentary,2,7.4,1.22,1584,Low
19,female,162.6,62.0,62.0,endurance,sedentary,3,7.9,2.25,1725,Moderate
62,female,164.9,58.3,65.8,muscle gain,lightly active,4,6.2,2.14,1630,High
22,female,163.1,81.4,81.4,endurance,sedentary,6,8.3,0.65,2195,Moderate
38,male,172.1,47.8,47.8,endurance,sedentary,6,7.5,2.63,1758,Moderate
52,male,165.8,87.1,80.8,fat loss,very active,5,7.9,2.93,2161,High
43,male,172.6,104.6,104.6,endurance,extremely active,6,6.1,2.36,4179,High
30,male,186.7,64.2,66.2,muscle gain,extremely active,1,7.5,1.43,3531,High
21,female,149.2,69.4,69.4,recomposition,extremely active,6,7.0,3.39,2662,High
54,male,173.0,77.5,77.5,endurance,sedentary,4,8.4,3.83,2170,Moderate
42,male,189.9,103.2,103.2,maintenance,sedentary,3,6.4,2.78,2480,Low
18,female,164.2,61.0,69.3,muscle gain,extremely active,3,9.4,2.25,2723,High
25,male,172.4,67.7,67.7,endurance,sedentary,3,7.4,2.26,1988,Low
46,male,173.9,84.8,84.8,maintenance,very active,5,6.8,2.8,3585,High
25,female,153.7,79.3,79.3,recomposition,sedentary,3,6.7,2.56,1618,Low
37,female,169.5,50.6,50.6,recomposition,sedentary,1,7.0,2.8,1369,Low
22,female,160.0,73.8,78.3,muscle gain,very active,6,6.2,2.81,2754,High
59,female,179.0,82.7,82.7,maintenance,very active,4,7.8,1.98,2425,High
50,female,161.7,79.5,84.2,muscle gain,sedentary,3,7.0,1.92,1954,Low
58,female,169.4,46.7,44.6,fat loss,sedentary,5,9.3,2.3,949,Low
18,male,165.2,73.4,73.4,recomposition,extremely active,3,6.5,2.83,2884,High
36,female,178.4,77.3,79.7,muscle gain,lightly active,4,6.9,1.41,2427,High
30,male,168.6,72.7,72.7,maintenance,extremely active,1,6.5,2.34,3061,High
49,male,182.5,89.1,79.6,fat loss,moderately active,2,9.2,2.47,2243,High
60,female,167.4,40.0,40.0,recomposition,extremely active,3,5.3,2.16,1775,High
28,female,165.8,83.6,77.6,fat loss,extremely active,5,7.1,3.48,2220,High
57,male,163.8,87.9,94.3,muscle gain,very active,5,7.4,3.36,3411,High
47,female,158.3,70.1,64.4,fat loss,sedentary,5,5.6,2.79,1328,Low
60,female,145.0,71.0,71.0,endurance,extremely active,3,10.0,3.74,2173,High
20,female,170.5,74.5,74.5,recomposition,lightly active,3,5.9,3.11,2082,High
69,male,190.5,89.8,89.8,recomposition,lightly active,4,7.0,2.59,2217,Low
39,female,171.2,71.3,71.3,maintenance,moderately active,2,9.0,2.17,2356,Moderate
31,male,174.1,82.1,82.1,endurance,lightly active,4,6.5,2.22,2671,High
25,female,171.4,73.0,68.9,fat loss,very active,4,7.2,2.77,2249,High
69,male,168.6,90.2,90.2,maintenance,lightly active,6,6.6,2.24,2095,Low
63,female,145.7,68.0,60.5,fat loss,extremely active,3,6.9,1.44,1557,High
23,male,164.3,74.8,74.8,recomposition,sedentary,1,8.3,2.23,1686,Low
40,male,173.3,86.7,86.7,endurance,moderately active,3,6.5,3.22,3315,High
55,male,165.6,74.2,74.2,recomposition,extremely active,5,3.8,0.7,2868,High
47,female,167.1,81.3,74.9,fat loss,extremely active,3,7.0,3.48,2387,High
26,male,175.4,86.6,86.6,recomposition,extremely active,3,7.1,2.9,3031,High
35,female,161.1,67.3,70.0,muscle gain,very active,3,7.2,2.34,2695,High
35,male,182.6,75.3,79.2,muscle gain,moderately active,2,6.8,2.7,2684,High
31,male,171.0,78.0,78.0,maintenance,lightly active,5,6.0,3.17,2400,Moderate
67,female,150.4,79.3,79.3,maintenance,lightly active,5,6.7,2.52,1703,Moderate
26,female,158.9,87.3,79.9,fat loss,moderately active,6,9.1,3.16,1918,High
54,male,164.6,73.6,73.6,maintenance,lightly active,1,6.9,3.1,1995,Low
65,male,169.8,89.3,76.4,fat loss,lightly active,5,7.8,2.62,1924,Moderate
58,male,175.4,90.3,90.3,recomposition,very active,1,5.8,1.72,2721,Moderate
59,female,166.7,55.7,47.6,fat loss,very active,1,6.7,2.43,1705,High
24,female,162.8,50.8,50.8,endurance,moderately active,6,5.8,1.07,2020,High
23,male,173.5,73.1,73.1,endurance,lightly active,3,8.6,2.81,2517,Moderate
58,female,156.4,73.2,73.2,recomposition,sedentary,2,5.1,2.21,1482,Low
56,male,168.9,72.2,72.2,recomposition,lightly active,2,7.4,2.07,2017,Low
56,male,177.3,61.9,61.9,maintenance,lightly active,1,7.4,2.96,2024,Low
38,female,162.6,49.0,49.0,maintenance,extremely active,4,7.3,1.61,2478,High
44,female,152.3,61.8,61.8,maintenance,lightly active,4,4.2,2.58,1745,Low
16,male,174.3,52.9,52.9,endurance,extremely active,4,4.6,2.26,2607,High
31,female,159.0,68.6,65.8,fat loss,moderately active,1,7.1,2.37,1670,Moderate
44,male,171.1,83.8,83.8,maintenance,moderately active,6,5.9,2.7,2857,High
22,female,169.2,55.9,55.9,maintenance,lightly active,1,6.2,3.78,1760,Low
23,male,178.0,71.7,79.8,muscle gain,very active,3,6.5,2.78,3323,High
18,male,153.8,94.3,94.3,maintenance,extremely active,4,5.7,3.45,3473,High
27,male,170.8,85.7,85.7,maintenance,extremely active,1,5.5,3.48,3735,High
69,female,159.6,81.3,75.3,fat loss,extremely active,4,7.0,3.04,1858,High
53,female,170.7,66.4,66.4,maintenance,sedentary,4,4.7,1.21,1481,Low
67,male,171.9,60.6,56.0,fat loss,extremely active,4,6.4,2.33,2115,High
29,female,175.9,74.5,80.4,muscle gain,very active,3,6.2,1.74,3034,High
48,female,174.9,65.7,67.8,muscle gain,moderately active,6,7.0,4.5,2415,High
64,male,170.8,94.8,94.8,recomposition,lightly active,2,9.9,1.8,2264,Low
35,female,161.2,48.6,48.6,endurance,moderately active,5,5.8,1.45,1870,High
51,female,156.3,60.2,56.6,fat loss,extremely active,3,7.5,0.56,1827,High
53,male,172.0,71.4,76.2,muscle gain,moderately active,3,7.3,1.77,2687,Moderate
60,male,172.0,75.3,64.2,fat loss,sedentary,2,7.7,2.59,1450,Low
68,male,167.9,83.7,83.7,maintenance,very active,5,6.7,3.26,2666,High
49,female,156.6,45.5,46.9,muscle gain,very active,2,8.7,1.75,1921,High
47,female,165.8,80.0,80.0,maintenance,very active,3,7.8,3.32,2379,Moderate
62,male,177.1,90.6,79.5,fat loss,lightly active,3,7.8,2.46,1942,Moderate
52,male,165.0,77.6,77.6,endurance,lightly active,1,5.3,2.16,2065,Low
35,male,180.3,109.5,109.5,endurance,moderately active,5,7.1,2.62,3477,High
50,male,180.3,99.4,99.4,endurance,extremely active,2,6.4,3.49,3683,High
45,male,181.8,75.6,75.6,maintenance,extremely active,6,6.0,2.54,3158,High
28,male,177.1,78.1,78.1,recomposition,sedentary,4,6.2,1.72,1977,Low
43,female,162.3,77.0,71.5,fat loss,sedentary,2,6.9,2.8,1393,Low
49,male,190.3,85.1,85.1,recomposition,sedentary,4,7.5,2.79,2235,Low
64,female,167.6,68.2,68.2,recomposition,extremely active,3,8.2,2.37,2497,High
47,male,167.7,68.9,68.9,recomposition,extremely active,3,8.1,3.22,2891,High
24,male,164.3,49.7,49.7,recomposition,lightly active,6,7.4,0.9,1849,High
69,female,157.6,66.5,62.3,fat loss,extremely active,4,7.1,2.75,1822,High
47,female,165.1,66.8,66.8,maintenance,moderately active,6,6.6,3.05,1776,High
31,female,166.0,76.7,76.7,maintenance,lightly active,6,6.7,1.49,2121,High
56,female,160.8,75.1,75.1,maintenance,very active,6,6.1,1.46,2321,High
36,male,172.7,83.9,83.9,maintenance,sedentary,3,6.5,3.2,1898,Low
35,male,183.6,66.0,66.0,recomposition,sedentary,3,7.4,3.32,1802,Low
61,female,170.3,59.3,59.3,maintenance,lightly active,6,8.8,3.45,1665,Low
62,female,149.1,64.3,73.3,muscle gain,very active,6,6.8,2.01,2182,High
44,female,172.4,91.7,91.7,recomposition,extremely active,3,6.0,2.64,3080,High
36,female,161.5,76.0,76.0,maintenance,moderately active,5,8.2,2.73,2436,High
62,male,178.2,97.7,90.4,fat loss,moderately active,4,4.6,1.3,2195,Moderate
25,male,173.6,89.3,89.3,recomposition,moderately active,1,8.3,2.61,2549,High
56,male,178.3,70.0,70.0,maintenance,sedentary,1,5.3,2.6,1938,Low
47,female,170.0,46.7,46.7,endurance,very active,1,7.8,3.02,2212,High
62,female,164.7,89.6,101.6,muscle gain,extremely active,2,6.4,2.1,3330,High
38,male,175.7,84.4,84.4,endurance,moderately active,6,7.4,3.38,2940,High
60,female,148.8,40.0,40.0,maintenance,very active,2,9.5,2.56,1679,Moderate
16,female,169.1,47.2,47.2,endurance,lightly active,6,6.0,3.7,1829,High
56,male,172.5,78.7,70.8,fat loss,extremely active,3,5.8,3.02,2649,High
19,male,172.9,90.0,82.9,fat loss,sedentary,3,7.1,2.69,1689,Low
50,female,161.1,85.5,91.7,muscle gain,sedentary,2,8.8,1.67,1685,Low
26,female,159.1,69.1,69.1,endurance,extremely active,4,7.2,1.58,2585,High
68,male,162.2,76.0,76.0,maintenance,moderately active,4,7.1,3.62,2153,Moderate
57,male,176.0,96.7,96.7,recomposition,moderately active,2,7.2,3.11,2631,Moderate
21,male,172.9,89.3,83.5,fat loss,extremely active,5,5.8,2.3,2689,High
64,female,161.4,72.1,76.4,muscle gain,lightly active,5,7.2,2.21,1938,High
29,male,175.4,86.2,89.9,muscle gain,lightly active,5,6.5,2.66,2909,High
45,female,153.0,54.1,54.1,endurance,sedentary,3,8.6,1.56,1430,Moderate
20,male,171.8,83.8,75.3,fat loss,moderately active,4,8.0,2.17,2234,High
21,male,159.9,95.0,95.0,endurance,very active,3,5.4,2.93,3591,High
29,male,179.8,76.3,85.1,muscle gain,extremely active,6,6.7,3.02,3539,High
44,female,164.0,70.6,70.6,recomposition,moderately active,3,7.6,2.24,1959,Moderate
45,male,175.4,87.6,91.5,muscle gain,sedentary,2,5.8,3.62,2277,Low
62,female,161.2,40.0,36.7,fat loss,sedentary,3,5.7,3.23,934,Low
24,male,172.3,80.7,80.7,recomposition,lightly active,6,6.4,1.96,2252,Moderate
56,female,161.0,61.4,52.8,fat loss,extremely active,6,7.4,1.61,1835,High
16,male,178.7,59.5,51.8,fat loss,moderately active,3,8.2,2.92,2129,High
31,male,182.9,80.5,80.5,endurance,extremely active,6,7.3,2.18,3478,High
25,female,165.0,101.1,112.3,muscle gain,extremely active,2,10.0,2.05,3379,High
22,female,166.0,64.6,64.6,endurance,extremely active,2,6.2,2.66,2780,High
47,female,162.5,54.8,58.1,muscle gain,lightly active,2,7.9,3.0,1712,High
